sample_id,order,sample_cohort,Species,Site,Country,Region,Stage,sample_timing,kraken_bacteria,kraken_fungi,kraken_unclassified,Number_reads,Mh_genome_mapping,coverage_Mh_scaffold_1,meandepth_Mh_scaffold_1,data_concerns
indiv55_mhyp_lincoln,168,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Pupa,contemporary,1.51,0.13,93.81,18052199,92.94,95.8396,9.38704,
indiv57_mhyp_lincoln,169,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Pupa,contemporary,2.51,0.16,89.98,18475597,96.89,97.6589,11.0201,
indiv58_mhyp_lincoln,170,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Pupa,contemporary,2.19,0.16,92.74,18542043,92.79,96.796,10.6046,
indiv59_mhyp_lincoln,171,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Larva,contemporary,2.32,0.16,90.76,18528356,95.85,97.923,11.7982,
indiv61_mhyp_lincoln,172,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Larva,contemporary,3.09,0.18,86.73,18543496,97.14,97.973,13.5833,
indiv65_mhyp_lincoln,173,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Adult,contemporary,1.44,0.15,93.96,18716317,93.81,94.811,9.89083,
indiv67_mhyp_lincoln,174,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Larva,contemporary,2.01,0.16,91.32,20867074,95.72,97.8646,12.5407,
indiv72_mhyp_lincoln,175,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Pupa,contemporary,1.4,0.11,94.64,34494226,92.99,97.8747,14.8091,
indiv73_mhyp_ruakura,176,1,M_hyperodae,Ruakura,New_Zealand,New_Zealand,Adult,contemporary,2.6,0.19,87.18,9886391,96.25,97.42,8.40975,
indiv77_mhyp_lincoln,177,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Larva,contemporary,2.95,0.19,87,15214648,96.48,97.9314,11.9367,
indiv78_mhyp_lincoln,178,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Larva,contemporary,1.92,0.15,91.76,24471276,95.49,98.0547,15.1631,
indiv83_mhyp_lincoln,179,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Pupa,contemporary,4.34,0.14,91.56,42608297,87.01,98.2665,23.8103,
indiv84_mhyp_lincoln,180,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Pupa,contemporary,1.53,0.13,94.1,39801834,92.45,96.331,20.7784,
indiv85_mhyp_lincoln,181,1,M_hyperodae,Lincoln,New_Zealand,New_Zealand,Larva,contemporary,2.76,0.2,87.9,12205954,95.89,97.2467,9.01651,
